,Index,recipe_id,recipe_name,ingredients,cooking_directions,prep_time,cook_time,total_time,Difficulty,image_url
293,293,111463,Easy BBQ Flank Steak with Chipotle Mayo,Steak Marinade:^soy sauce^olive oil^honey^garlic^chopped fresh rosemary^coarsely ground black pepper^salt^flank steak^Chipotle Mayo:^mayonnaise^chipotle peppers in adobo sauce,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  10 m  ^  Ready In  ^  55 m  ^  Combine soy sauce, olive oil, honey, garlic, rosemary, pepper, and salt in a resealable plastic bag. Add the steak, and turn to coat with the marinade; press out excess air, and seal the bag. Marinate in the refrigerator for 30 minutes, or overnight for better flavor.  ^  Preheat an outdoor grill for medium-high heat. Discard marinade.  ^  Lightly oil the grate. Grill the flank steak for 7 minutes per side, or to desired doneness. An instant-read thermometer inserted into the center should read 140 degrees F (60 degrees C). Let stand for 10 minutes before slicing very thinly against the grain.  ^   ^Drain the chipotle peppers reserving 1 teaspoon of the adobo sauce. Finely chop the chipotle peppers. Stir together the mayonnaise, chipotle peppers, and reserved adobo sauce in a medium bowl. Serve the sauce with the steak.   ^]",15,10,25,easy,https://images.media-allrecipes.com/userphotos/250x250/233904.jpg
294,294,233015,Beef and Broccoli Stir-Fry from Birds Eye®,vegetable oil^boneless sirloin steak cut into thin slices^bag Birds Eye® Recipe Ready Broccoli Stir Fry^prepared stir-fry sauce^bag Birds Eye® Steamfresh® Long Grain White Rice cooked according to package directions*,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  12 m  ^  Ready In  ^  22 m  ^  Heat oil in large nonstick skillet over medium-high heat and cook steak, stirring frequently, 6 minutes or until almost done. Remove steak; keep warm.  ^  Add Recipe Ready Broccoli Stir Fry and continue cooking, stirring frequently, 4 minutes or until vegetables are tender. Add back steak and stir-fry sauce and cook, stirring frequently, 2 minutes or until heated through.**  ^   ^Serve over prepared rice and sprinkle, if desired, with chopped peanuts.   ^]",10,12,22,easy,https://images.media-allrecipes.com/userphotos/720x405/1656310.jpg
295,295,150627,Rosemary Chicken with Blueberry Sauce,dried rosemary^dried basil^fresh-ground black pepper^olive oil^skinless boneless chicken breast halves^adobo seasoning^pomegranate juice^blueberry preserves^fresh blueberries^honey^prepared yellow mustard^mustard seeds^butter,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  10 m  ^  Ready In  ^  55 m  ^  Mix together the rosemary, basil, and pepper in a small bowl. Pour the olive oil into a shallow dish.  ^  Pound the chicken breast to about 3/4-inch thickness. Rub each breast with adobo sauce. Sprinkle both sides of each breast with the rosemary mixture and lie them in the olive oil; allow to marinate about 30 minutes.  ^  Meanwhile, prepare the sauce. Heat the pomegranate juice in a saucepan over medium heat. Once the juice is warm, stir in the blueberry preserves, blueberries, honey, mustard, and mustard seeds. Cook and stir until the sauce thickens, 10 to 15 minutes.  ^   ^Melt the butter in a skillet over medium heat. Cook the chicken in the melted butter until no longer pink inside, 3 to 5 minutes per side. Serve with sauce on the side.   ^]",15,10,25,easy,https://images.media-allrecipes.com/userphotos/720x405/1024921.jpg
296,296,148060,Bacon-Wrapped Grilled Elk Backstrap,elk loin (backstrap) cut into 2 ounce pieces^liquid smoke flavoring^Worcestershire sauce^garlic powder^onion powder^black pepper^thick cut bacon,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  15 m  ^  Ready In  ^  25 m  ^  Preheat an outdoor grill for medium heat.  ^  Season backstrap pieces with liquid smoke and Worcestershire sauce. Sprinkle with garlic powder, onion powder, and pepper. Wrap each piece of meat with a strip of bacon, and place on a metal skewer.  ^   ^Cook the elk on the preheated grill until the bacon becomes slightly burnt, and the meat has cooked to medium-rare, 15 to 20 minutes.   ^]",10,15,25,easy,https://images.media-allrecipes.com/userphotos/720x405/3591039.jpg
297,297,255903,Bacon & Egg Biscuit Cups,bacon^refrigerated biscuit dough^eggs^Borden® Cheddar and Monterey Jack Shreds^Borden® Cheddar and Monterey Jack Shreds for topping,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  18 m  ^  Ready In  ^  28 m  ^  Preheat oven to 350 degrees F (175 degrees C).  ^  Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon slices on paper towels. Crumble or chop into small pieces.  ^  Separate 6 biscuits into 2 rounds each. Press rounds into 12 cups of a muffin tin, pressing up sides to form biscuit dough cups.  ^  Mix eggs, bacon pieces, and 1/2 cup shredded cheese together in a bowl.  ^  Fill muffin pan biscuits with egg mixture about 3/4 full. Sprinkle remaining 3 tablespoons cheese on top.  ^   ^Bake in preheated oven until egg mixture is set, 18 to 22 minutes. Let cool 5 minutes before serving.   ^]",10,18,28,easy,https://images.media-allrecipes.com/userphotos/250x250/232253.jpg
298,298,242323,Broccoli and Bacon Salad,bacon^heads broccoli cut into florets^sunflower seeds^chopped green onions^Dressing:^mayonnaise^apple cider vinegar^white sugar,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  10 m  ^  Ready In  ^  25 m  ^  Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon slices on paper towels. Tear bacon into small pieces.  ^  Combine broccoli, bacon, sunflower seeds, and green onions in a bowl.  ^   ^Whisk mayonnaise, vinegar, and sugar together in a bowl; pour over broccoli mixture and toss to coat.   ^]",15,10,25,easy,https://images.media-allrecipes.com/userphotos/250x250/69741.jpg
299,299,232141,Leftover Turkey Nachos,processed cheese food (such as Velveeta®)^cubed cooked turkey^salsa^sour cream (optional)^sliced black olives (optional)^tortilla chips,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  5 m  ^  Ready In  ^  15 m  ^  Combine cheese food, turkey, and salsa in a large microwave-safe bowl.  ^   ^Heat cheese mixture on high in microwave, stirring after 1 minute and every 30 seconds thereafter, until cheese is melted, about 3 minutes. Top with sour cream and olives and serve with tortilla chips.   ^]",10,5,15,easy,https://images.media-allrecipes.com/userphotos/250x250/64165.jpg
300,300,258163,Schnitzel Sandwich,skinless boneless chicken breasts^salt and ground black pepper to taste^all-purpose flour^eggs^dry bread crumbs^vegetable oil^sandwich rolls split^mayonnaise^lemon juiced^hot pepper sauce (such as Tabasco®) (optional)^leaves chopped romaine lettuce^mustard,"[  ^ directions : Prep  ^,  20 m  ^  Cook  ^  20 m  ^  Ready In  ^  40 m  ^  Place chicken between 2 sheets of heavy plastic on a solid, level surface; firmly pound with the smooth side of a meat mallet to an even thickness. Season generously with salt and pepper.  ^  Pour flour into a large, flat dish. Beat eggs thoroughly in a shallow bowl. Pour bread crumbs into another large, flat dish.  ^  Dredge each piece of chicken in flour, dip in beaten eggs, and coat with bread crumbs.  ^  Preheat oven to 200 degrees F (95 degrees C).  ^  Heat oil in a large skillet over medium-low heat. Cook breaded chicken in batches until golden brown and no longer pink in the center, about 5 minutes per side. Drain on an ovenproof plate lined with paper towels. Keep warm in the oven.  ^   ^Spread mayonnaise over bottom half of each sandwich roll; top with 1 piece of breaded chicken, a few drops of lemon juice, 1 dash hot sauce, and 1 lettuce leaf. Spread mustard over the top half of each sandwich roll. Place top halves over lettuce to form sandwiches.   ^]",20,20,40,medium,https://images.media-allrecipes.com/userphotos/720x405/4463159.jpg
301,301,26668,Tater Tot Casserole III,ground beef^condensed cream of mushroom soup^fluid ounces skim milk^garlic salt^French style green beans^tater tots,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  30 m  ^  Ready In  ^  45 m  ^  Preheat oven to 375 degrees F (190 degrees C).  ^  In a large skillet over high heat, brown the ground beef and drain fat. Stir in condensed cream of mushroom soup, skim milk, garlic salt and green beans. Pour the mixture into a medium-sized casserole dish and layer with the tater tots.  ^   ^Bake in preheated oven for about 30 minutes, or until tater tots are browned and crispy.   ^]",15,30,45,medium,https://images.media-allrecipes.com/userphotos/720x405/5024618.jpg
302,302,236920,Sweet and Sour Ground Pork Stir-Fry,ground pork^onion^carrots^rice vinegar^ketchup^white sugar^soy sauce^chopped broccoli^green bell pepper,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  15 m  ^  Ready In  ^  30 m  ^  Heat a large skillet over high heat. Cook and stir ground pork in the hot skillet until browned and crumbly, 5 to 7 minutes; drain and discard grease.  ^  Return skillet to high heat. Stir onion and carrots into the ground beef; stir-fry until the vegetables are hot, about 2 minutes.  ^   ^Stir rice vinegar, ketchup, sugar, and soy sauce together in a bowl; pour over pork mixture. Add broccoli and bell pepper to the mixture; stir. Place a cover on the skillet, reduce heat to medium, and cook until the broccoli is tender, 7 to 10 minutes.   ^]",15,15,30,medium,https://images.media-allrecipes.com/userphotos/720x405/1356257.jpg
303,303,8778,Cajun Chicken Pasta,linguine pasta^skinless boneless chicken breast halves^Cajun seasoning^butter^red bell pepper^green bell pepper^fresh mushrooms sliced^green onion^heavy cream^dried basil^lemon pepper^salt^garlic powder^ground black pepper^grated Parmesan cheese,"[  ^ directions : Prep  ^,  20 m  ^  Cook  ^  20 m  ^  Ready In  ^  40 m  ^  Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain.  ^  Place the chicken and the Cajun seasoning in a plastic bag. Shake to coat. In a large skillet over medium heat, saute the chicken in butter or margarine until almost tender (5 to 7 minutes).  ^  Add the red bell pepper, green bell pepper, mushrooms and green onion. Saute and stir for 2 to 3 minutes. Reduce heat.  ^   ^Add the cream, basil, lemon pepper, salt, garlic powder and ground black pepper. Heat through. Add the cooked linguine, toss and heat through. Sprinkle with grated Parmesan cheese and serve.   ^]",20,20,40,medium,https://images.media-allrecipes.com/userphotos/720x405/775803.jpg
304,304,217969,Buffalo Chicken Pasta Salad,uncooked rotini pasta^mayonnaise^chunky blue cheese dressing^buffalo wing sauce^salt^black pepper^frozen cooked chicken strips^red bell pepper^green bell pepper^red onion,"[  ^ directions : Prep  ^,  20 m  ^  Cook  ^  10 m  ^  Ready In  ^  1 h 30 m  ^  Fill a large pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in the rotini, and return to a boil. Cook uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, about 8 minutes. Drain well in a colander set in the sink.  ^   ^Stir together the mayonnaise, blue cheese dressing, buffalo wing sauce, salt and pepper in a large bowl. Add the chicken, bell peppers, red onion, and cooked pasta and toss to coat with the dressing. Cover and chill at least 1 hour in the refrigerator before serving.   ^]",20,10,30,medium,https://images.media-allrecipes.com/userphotos/250x250/163132.jpg
305,305,233874,Stuffed Bison Burgers with Caramelized Figs and Shallots,pomegranate juice^chopped dried figs stems removed^butter^thinly sliced shallots^honey^chopped fresh thyme^egg^ground bison^soft bread crumbs^Worcestershire sauce^milk^garlic^salt^freshly ground black pepper^Gruyere cheese^toasted French bread,"[  ^ directions : Prep  ^,  30 m  ^  Cook  ^  27 m  ^  Ready In  ^  1 h 12 m  ^  Bring pomegranate juice just to boiling over medium-high heat in a small saucepan. Add figs. Remove pan from heat and let stand for 15 minutes. Drain figs; set aside.  ^  For filling, melt butter over medium-high heat in a large skillet. Cook shallots in hot butter for 3 to 5 minutes or until shallots are tender. Stir in drained figs and honey. Reduce heat to low. Cook, stirring occasionally, for 6 to 8 more minutes or until shallots are golden brown. Stir in thyme. Cool slightly.  ^  Combine egg, ground bison, bread crumbs, Worcestershire sauce, milk, garlic, salt, and pepper in a large bowl. Shape mixture into 8 patties. Spoon filling evenly onto half of bison patties to 1/2-inch of edges. Top with remaining bison patties; pinch edges to seal.  ^   ^For charcoal grill, arrange preheated coals around a drip pan. Test for medium heat above pan. Place bison patties over drip pan on grill rack. Cover and grill for 16 to 22 minutes or until done (160 degrees F), turning once halfway through. (For gas grill, preheat grill. Reduce heat to medium. Adjust for indirect grilling. Grill as above.) Top with cheese. Cover; cook 1 to 2 minutes more or until cheese melts. Serve bison patties open face on French bread slices.   ^]",30,27,57,medium,https://images.media-allrecipes.com/userphotos/720x405/606388.jpg
306,306,231825,Chicken Primavera Alfredo,fettuccine pasta^butter^skinless boneless chicken breast halves^garlic^sliced fresh mushrooms^green bell pepper^red bell pepper^butter^pint heavy whipping cream^grated Parmesan cheese^cream cheese^salt and ground black pepper to taste^egg,"[  ^ directions : Prep  ^,  20 m  ^  Cook  ^  30 m  ^  Ready In  ^  50 m  ^  Fill a large pot with lightly salted water and bring to a rolling boil. Stir in the fettuccine, bring back to a boil, and cook pasta over medium heat until cooked through but still firm to the bite, about 8 minutes. Drain.  ^  Melt 1/4 cup butter in a large skillet over medium heat; cook and stir chicken and garlic in butter until chicken is browned. Add mushrooms, green bell pepper, and red bell pepper; cook and stir until vegetables are tender.  ^  Melt remaining 1/2 cup butter with half the heavy cream in a large saucepan over medium heat. Gradually add Parmesan cheese, alternating with pieces of cream cheese, stirring constantly. Stir in remaining heavy cream, simmering until sauce has thickened, about 5 minutes. Stir chicken and vegetable mixture into cream sauce.  ^   ^Transfer pasta to the saucepan and stir in egg. Cook and stir for 1 minute and serve immediately.   ^]",20,30,50,medium,https://images.media-allrecipes.com/userphotos/720x405/972054.jpg
307,307,140407,Italian-Style Deviled Eggs,eggs^grated Parmesan cheese^chopped fresh chives^chopped prosciutto^green olives finely chopped^chopped red bell pepper^Dijon mustard^sour cream^mayonnaise^hot pepper sauce^garlic powder^ground black pepper,"[  ^ directions : Prep  ^,  40 m  ^  Cook  ^  12 m  ^  Ready In  ^  1 h 2 m  ^  Place eggs in a large pot and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool and peel.  ^   ^Slice the eggs in half lengthwise and place the yolks into a bowl and mash with a fork. Set aside some of the Parmesan cheese and chives to use as a garnish. Mix the remaining into the yolks along with the prosciutto, green olives, red bell pepper, Dijon mustard, sour cream, mayonnaise, hot sauce, garlic powder and pepper. Spoon the yolk mixture back into the egg white halves. Garnish with reserved Parmesan cheese and chives.   ^]",40,12,52,medium,https://images.media-allrecipes.com/userphotos/720x405/807897.jpg
